"Populatie";"Geslacht";"Persoonskenmerken";"Reismotieven";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per dag /Verplaatsingen  (aantal)";"Gemiddeld per persoon per dag /Afstand  (reizigerskilometers)";"Gemiddeld per persoon per dag /Reisduur (minuten)"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd:6 tot 12 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"";"";""
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 12 tot 18 jaar";"Totaal";"Waarde";"2018";"Nederland";"    2.62";"   22.00";"   68.77"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 12 tot 18 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.59";"   23.15";"   71.04"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 12 tot 18 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.02";"   15.45";"   53.69"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 12 tot 18 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.23";"   16.99";"   65.55"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 12 tot 18 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.19";"    1.16";"    3.36"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 12 tot 18 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.19";"       .";"    3.97"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 12 tot 18 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.14";"    0.54";"    2.50"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 12 tot 18 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.19";"    0.86";"    3.43"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2018";"Nederland";"    2.65";"   42.41";"   82.38"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.50";"   41.65";"   79.09"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.12";"   25.52";"   58.88"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 18 tot 25 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.23";"   30.78";"   68.26"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.71";"   12.82";"   20.51"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.60";"   10.72";"   18.18"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.45";"    5.50";"   10.21"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 18 tot 25 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.48";"    6.83";"   11.77"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2018";"Nederland";"    2.80";"   50.24";"   83.94"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.67";"   49.83";"   84.29"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.29";"   32.97";"   66.05"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 25 tot 35 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.45";"   35.93";"   72.74"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.97";"   23.44";"   32.73"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.87";"   20.40";"   29.12"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.62";"   12.65";"   18.14"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 25 tot 35 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.57";"   12.09";"   16.70"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2018";"Nederland";"    2.94";"   50.78";"   83.27"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.89";"   51.86";"   84.56"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.62";"   36.87";"   70.91"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 35 tot 50 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.65";"   35.82";"   74.17"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 35 tot 50 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.93";"   22.96";"   31.16"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 35 tot 50 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.88";"   21.91";"   29.87"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 35 tot 50 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.63";"   13.39";"   18.22"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 35 tot 50 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.58";"   12.35";"   17.00"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2018";"Nederland";"    2.66";"   48.29";"   82.56"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.66";"   47.69";"   81.64"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.43";"   34.72";"   70.30"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 50 tot 65 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.56";"   37.51";"   77.92"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 50 tot 65 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.80";"   18.67";"   25.94"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 50 tot 65 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.76";"   17.32";"   24.10"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 50 tot 65 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.58";"   11.90";"   16.46"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 50 tot 65 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.59";"   11.85";"   16.48"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2018";"Nederland";"    2.41";"   34.84";"   76.94"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2019";"Nederland";"    2.38";"   32.91";"   78.34"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.21";"   24.60";"   67.31"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.41";"   28.83";"   77.66"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 65 tot 75 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.24";"    3.89";"    6.28"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 65 tot 75 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.22";"    3.21";"    5.25"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 65 tot 75 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.19";"    2.53";"    4.12"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 65 tot 75 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.21";"    2.78";"    4.74"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2018";"Nederland";"    1.79";"   22.21";"   55.12"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2019";"Nederland";"    1.79";"   23.71";"   57.17"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2020";"Nederland";"    1.55";"   13.86";"   46.77"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2021";"Nederland";"    1.80";"   18.75";"   58.22"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.09";"    1.16";"    2.02"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.09";"    0.90";"    1.91"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.07";"    0.47";"    1.13"
"Populatie: 6 jaar of ouder";"Mannen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.07";"       .";"    1.69"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2018";"Nederland";"    2.78";"   43.79";"   79.84"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2019";"Nederland";"    2.75";"   43.57";"   79.02"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2020";"Nederland";"    2.47";"   30.75";"   67.42"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2021";"Nederland";"    2.57";"   32.83";"   73.57"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.65";"   14.86";"   20.37"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.60";"   13.43";"   18.61"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.45";"    8.58";"   11.97"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.44";"    8.45";"   11.84"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: westers";"Totaal";"Waarde";"2018";"Nederland";"    2.50";"   34.89";"   74.73"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: westers";"Totaal";"Waarde";"2019";"Nederland";"    2.37";"   35.13";"   77.11"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: westers";"Totaal";"Waarde";"2020";"Nederland";"    1.94";"   22.10";"   58.60"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: westers";"Totaal";"Waarde";"2021";"Nederland";"    2.17";"   25.42";"   67.60"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: westers";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.54";"   11.49";"   18.32"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: westers";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.51";"   11.81";"   18.65"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: westers";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.34";"    5.67";"    9.37"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: westers";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.36";"    6.52";"   10.08"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: niet-westers";"Totaal";"Waarde";"2018";"Nederland";"    2.18";"   28.54";"   67.76"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: niet-westers";"Totaal";"Waarde";"2019";"Nederland";"    2.12";"   28.55";"   71.32"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: niet-westers";"Totaal";"Waarde";"2020";"Nederland";"    1.69";"   19.68";"   54.24"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: niet-westers";"Totaal";"Waarde";"2021";"Nederland";"    1.94";"   23.09";"   68.55"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: niet-westers";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.52";"   10.81";"   17.95"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: niet-westers";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.48";"    9.64";"   16.45"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: niet-westers";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.34";"    6.79";"   11.42"
"Populatie: 6 jaar of ouder";"Mannen";"Migratieachtergrond: niet-westers";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.34";"    6.23";"   10.76"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    2.38";"   28.66";"   71.10"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"    2.24";"   26.54";"   68.29"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"    1.87";"   18.58";"   54.36"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"    2.02";"   20.00";"   63.94"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.40";"    7.28";"   12.60"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.37";"    6.36";"   11.10"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.27";"    4.04";"    7.20"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.25";"    3.71";"    7.36"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    2.40";"   31.99";"   70.03"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"    2.38";"   31.30";"   68.61"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"    2.10";"   21.33";"   57.80"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"    2.30";"   26.19";"   70.41"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.51";"   10.05";"   15.17"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.49";"    8.63";"   13.85"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.37";"    5.83";"    9.57"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.38";"    6.51";"   10.26"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    2.75";"   40.09";"   78.20"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"    2.68";"   41.75";"   79.31"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"    2.37";"   27.50";"   65.09"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"    2.50";"   30.86";"   72.52"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.64";"   14.21";"   20.20"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.59";"   12.90";"   19.04"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.44";"    7.90";"   11.78"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.44";"    8.24";"   12.07"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    2.89";"   45.51";"   80.96"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"    2.80";"   44.11";"   80.05"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"    2.51";"   32.24";"   69.07"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"    2.65";"   34.38";"   75.10"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.72";"   15.96";"   22.46"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.65";"   14.73";"   20.20"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.49";"    9.43";"   13.36"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.49";"    9.39";"   12.89"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    2.82";"   51.55";"   83.88"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"    2.86";"   52.63";"   86.12"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"    2.53";"   36.43";"   71.27"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"    2.57";"   36.64";"   75.31"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.74";"   18.92";"   24.64"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.68";"   17.70";"   23.23"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.50";"   10.84";"   14.11"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.46";"    9.83";"   13.11"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2018";"Nederland";"    2.70";"   45.72";"   93.61"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2019";"Nederland";"    2.55";"   44.24";"   90.36"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2020";"Nederland";"    2.07";"   25.37";"   59.45"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2021";"Nederland";"    2.19";"   30.15";"   73.44"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.45";"    6.64";"   12.86"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.40";"    4.84";"   11.62"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.33";"    2.82";"    6.94"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.36";"    3.35";"    7.98"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2018";"Nederland";"    2.92";"   29.46";"   71.91"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2019";"Nederland";"    2.91";"   32.34";"   66.65"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2020";"Nederland";"    2.64";"       .";"   63.94"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2021";"Nederland";"    2.46";"   26.27";"   65.45"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekendabonnement";"Van en naar het werk";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekendabonnement";"Van en naar het werk";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekendabonnement";"Van en naar het werk";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekendabonnement";"Van en naar het werk";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2018";"Nederland";"    2.67";"   40.77";"   77.12"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2019";"Nederland";"    2.63";"   40.61";"   77.32"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2020";"Nederland";"    2.32";"   28.45";"   64.94"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2021";"Nederland";"    2.45";"   30.73";"   72.20"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: geen";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.63";"   14.36";"   20.19"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: geen";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.58";"   13.11";"   18.63"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: geen";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.43";"    8.26";"   11.84"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: geen";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.42";"    8.16";"   11.69"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2018";"Nederland";"    2.25";"   29.00";"   66.32"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2019";"Nederland";"    2.20";"   29.41";"   66.15"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2020";"Nederland";"    1.97";"   21.55";"   56.32"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2021";"Nederland";"    2.16";"   25.44";"   64.98"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 1 Laag";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.53";"    9.42";"   14.65"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 1 Laag";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.49";"    8.50";"   13.10"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 1 Laag";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.39";"    5.64";"    9.16"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 1 Laag";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.41";"    6.52";"    9.94"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2018";"Nederland";"    2.75";"   45.28";"   80.51"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2019";"Nederland";"    2.71";"   43.68";"   79.65"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2020";"Nederland";"    2.45";"   32.27";"   67.15"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2021";"Nederland";"    2.54";"   35.07";"   74.89"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 2 Middelbaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.78";"   16.99";"   23.49"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 2 Middelbaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.71";"   14.13";"   20.94"
"Populatie: 6 jaar of ouder";"Mannen";"Onderwijsniveau: 2 Middelbaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.58";"   10.18";"   14.94"
