"Geslacht";"Leeftijd";"Vervoerwijzen";"Reismotieven";"Marges";"Perioden";"Ritten per persoon per dag (gemiddeld) (aantal)";"Afgelegde afstand per rit (gemiddeld) (km)"
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";0,18;11,04
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";0,19;10,99
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,18;11,27
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,19;10,53
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,2;9,57
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,2;9,67
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,2;9,68
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,2;9,75
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,2;9,3
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";0,2;9,12
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";0,2;9,25
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";0,2;8,81
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";0,2;9,02
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";0,21;8,81
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";0,21;8,53
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";0,2;8,28
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";0,2;8,33
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";0,2;8,03
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";0,1;8,09
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"1999*";0,11;11,14
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2000*";0,11;11,42
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2001*";0,11;11,31
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2002*";0,11;10,89
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2003*";0,1;10,68
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2004*";0,1;10,14
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2005*";0,1;9,7
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2006*";0,1;9,31
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2007*";0,1;8,94
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2008*";0,1;9,36
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2009*";0,1;9,93
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2010*";0,11;9,13
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2011*";0,11;8,85
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2012*";0,11;8,61
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2013*";0,11;8,62
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2014*";0,11;8,51
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2015*";0,11;8,26
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2016*";0,11;8,17
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2017*";0,11;8,43
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2018*";0,1;7,6
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2019*";0,1;7,77
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Bus/tram/metro";"Overige reismotieven";"Waarde";"2020*";0,05;7,36
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"1999*";0,86;3,09
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2000*";0,85;3,1
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2001*";0,83;3,09
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2002*";0,83;3,08
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2003*";0,84;3,11
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2004*";0,85;3,12
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2005*";0,83;3,15
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2006*";0,84;3,15
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2007*";0,83;3,17
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2008*";0,84;3,15
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2009*";0,86;3,17
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2010*";0,83;3,17
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2011*";0,85;3,2
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2012*";0,86;3,19
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2013*";0,85;3,2
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2014*";0,89;3,22
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2015*";0,86;3,22
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2016*";0,84;3,22
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2017*";0,83;3,23
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2018*";0,86;3,24
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2019*";0,84;3,25
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Totaal";"Waarde";"2020*";0,63;3,38
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"1999*";0,21;3,33
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2000*";0,21;3,33
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2001*";0,21;3,35
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2002*";0,21;3,33
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2003*";0,21;3,35
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2004*";0,22;3,35
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2005*";0,21;3,41
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2006*";0,21;3,42
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2007*";0,2;3,43
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2008*";0,21;3,4
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2009*";0,21;3,43
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2010*";0,2;3,45
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2011*";0,21;3,47
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2012*";0,2;3,47
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2013*";0,2;3,49
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2014*";0,2;3,51
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2015*";0,19;3,53
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2016*";0,19;3,53
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2017*";0,2;3,56
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2018*";0,2;3,56
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2019*";0,19;3,57
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Van en naar het werk";"Waarde";"2020*";0,14;3,56
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"1999*";0,14;1,86
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2000*";0,14;1,88
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2001*";0,14;1,89
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2002*";0,13;1,88
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2003*";0,13;1,91
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2004*";0,13;1,91
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2005*";0,12;1,93
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2006*";0,12;1,94
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2007*";0,12;1,96
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2008*";0,12;1,95
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2009*";0,12;1,98
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2010*";0,12;1,98
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2011*";0,11;1,99
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2012*";0,12;1,99
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2013*";0,11;2
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2014*";0,12;2
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2015*";0,11;2,01
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2016*";0,1;2
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2017*";0,1;2,02
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2018*";0,1;2,02
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2019*";0,1;2,02
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Winkelen, boodschappen doen";"Waarde";"2020*";0,1;1,96
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";0,13;3,13
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";0,14;3,15
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";0,13;3,14
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";0,14;3,15
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";0,14;3,17
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,16;3,16
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,15;3,21
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,16;3,23
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,16;3,24
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,17;3,25
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,17;3,26
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,17;3,27
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";0,19;3,28
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";0,18;3,29
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";0,19;3,3
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";0,2;3,33
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";0,2;3,33
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";0,2;3,34
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";0,2;3,36
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";0,2;3,36
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";0,21;3,37
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";0,1;3,58
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"1999*";0,37;3,42
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2000*";0,37;3,4
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2001*";0,35;3,39
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2002*";0,35;3,37
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2003*";0,37;3,39
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2004*";0,35;3,39
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2005*";0,35;3,39
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2006*";0,35;3,39
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2007*";0,35;3,4
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2008*";0,34;3,35
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2009*";0,36;3,37
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2010*";0,33;3,35
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2011*";0,35;3,4
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2012*";0,36;3,36
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2013*";0,35;3,36
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2014*";0,37;3,38
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2015*";0,35;3,36
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2016*";0,34;3,34
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2017*";0,33;3,33
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2018*";0,35;3,34
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2019*";0,34;3,33
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Fiets";"Overige reismotieven";"Waarde";"2020*";0,28;3,74
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"1999*";0,87;0,94
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2000*";0,84;0,95
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2001*";0,84;0,96
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2002*";0,83;0,93
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2003*";0,83;0,93
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2004*";0,86;0,91
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2005*";0,9;0,93
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2006*";0,92;0,95
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2007*";0,89;0,96
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2008*";0,91;0,89
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2009*";0,93;0,91
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2010*";0,98;0,9
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2011*";0,91;0,91
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2012*";0,9;0,91
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2013*";0,93;0,89
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2014*";0,91;0,92
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2015*";0,88;0,91
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2016*";0,88;0,89
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2017*";0,86;0,92
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2018*";0,88;0,9
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2019*";0,85;0,9
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Totaal";"Waarde";"2020*";0,71;1,1
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"1999*";0,13;0,76
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2000*";0,13;0,76
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2001*";0,13;0,8
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2002*";0,13;0,76
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2003*";0,13;0,75
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2004*";0,14;0,75
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2005*";0,14;0,77
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2006*";0,14;0,78
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2007*";0,14;0,78
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2008*";0,15;0,69
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2009*";0,14;0,7
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2010*";0,16;0,74
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2011*";0,15;0,73
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2012*";0,14;0,73
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2013*";0,15;0,73
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2014*";0,14;0,74
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2015*";0,13;0,7
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2016*";0,14;0,7
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2017*";0,14;0,75
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2018*";0,14;0,71
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2019*";0,14;0,73
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Van en naar het werk";"Waarde";"2020*";0,09;0,69
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"1999*";0,16;0,79
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2000*";0,15;0,79
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2001*";0,16;0,79
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2002*";0,16;0,77
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2003*";0,15;0,77
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2004*";0,15;0,75
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2005*";0,15;0,77
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2006*";0,15;0,77
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2007*";0,14;0,77
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2008*";0,15;0,73
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2009*";0,15;0,78
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2010*";0,16;0,77
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2011*";0,15;0,76
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2012*";0,14;0,73
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2013*";0,15;0,72
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2014*";0,15;0,72
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2015*";0,14;0,75
